,PTAFR,PYGL,APOBEC3G,LY6E,SIRPA,ITGB3,IGF1R,DGAT2,IL1RAP,MYADM,TMCO3,MPZL1,RFLNB,IFI44L,PPBP,MASTL,PGAP1,CUL1,GNAQ,IMPA2,TAGLN2,PI4K2B,KLHL2,SIGLEC10,BCL6,GIMAP6,SORL1,F13A1,TBC1D14,NLRP12,GALM,INPP5A,ISG15,NIBAN1,OAS2,ALOX5,RTN3,PRKAR2B,MANSC1,CR1,GTF2IP4,CD38,MAML3,CMTR1,APOL3,TSPAN2,H2BC6,H3C12,H3C3
KD21,-1.7338805428708,-1.65595672521268,-1.82402707629013,-1.65595672521268,-1.82402707629013,-1.7338805428708,-2.26076080100437,-1.93202291986177,-1.82402707629013,-2.26076080100437,-2.26076080100437,-1.5869592036478,-1.93202291986177,-0.880173514115766,-2.06879449665735,-2.06879449665735,-1.93202291986177,-1.82402707629013,-1.7338805428708,-1.93202291986177,-2.06879449665735,-1.7338805428708,-2.06879449665735,-1.5247831797738,-2.26076080100437,-1.82402707629013,-2.26076080100437,-1.82402707629013,-2.06879449665735,-2.06879449665735,-1.7338805428708,-1.93202291986177,-1.17937734775629,-2.06879449665735,-1.65595672521268,-1.93202291986177,-2.26076080100437,-2.26076080100437,-2.26076080100437,-1.65595672521268,-2.26076080100437,-1.93202291986177,-2.06879449665735,-1.82402707629013,-1.82402707629013,-1.7338805428708,-1.5247831797738,-0.995279980678382,-1.02617562273843
KD22,-0.243377367361724,0.301098782692763,-1.02617562273843,-0.907818698946458,-0.224325061339276,-0.0742206783153635,-0.130133398569945,0.167625024937948,-0.610592120483021,-0.460707109129198,0.186456254888093,-0.379692131673331,0.419855034734691,-0.800986908091313,0.148853055598008,-1.5247831797738,-0.775692571607601,-0.936175732862713,0.0556431434337697,0.0928238661856156,-0.460707109129198,-0.399692984909359,0.262518436863056,-0.0185392097479664,-0.0370847942039152,-0.82680442225178,-0.301098782692763,0.148853055598008,-0.566502484811623,0.205353844036783,-1.36680290378389,-0.399692984909359,-0.714515003867046,-0.224325061339276,-1.27794251429091,-0.243377367361724,0.0556431434337697,0.320554705406007,0.0742206783153635,0.0185392097479662,0.0928238661856156,-0.936175732862713,-0.301098782692763,-1.36680290378389,-1.1981662538066,0.0370847942039154,-0.800986908091313,-0.291413853939888,-0.419855034734691
KD23,-0.702601010269798,-0.502343166052932,-0.301098782692763,0.0928238661856156,-1.05808321122835,0.320554705406007,-0.320554705406007,-1.09110608451375,-0.72653129314085,0.0185392097479662,-0.281756182903854,-0.399692984909359,0.243377367361724,-0.419855034734691,0.243377367361724,0.502343166052932,0.633084691616942,0.502343166052932,-0.379692131673331,-0.610592120483021,0.243377367361724,1.09110608451375,-0.399692984909359,-0.167625024937948,-0.633084691616942,1.16099581346862,-0.72653129314085,0.0370847942039154,-0.655902224899342,-0.72653129314085,-0.262518436863056,0.301098782692763,-0.130133398569945,-0.936175732862713,-0.0556431434337697,-0.750885065676913,-0.460707109129198,0.130133398569945,-0.907818698946458,-0.655902224899342,-0.440189235055269,0.359842039030204,0.0742206783153635,-0.0370847942039152,0.0742206783153635,0.750885065676913,-0.224325061339276,-0.130133398569945,-0.205353844036783
KD24,1.02617562273843,1.46799902210323,0.481420806478481,0.0742206783153635,1.12536380109078,0.853185178713923,0.224325061339276,0.379692131673331,1.1981662538066,-0.0556431434337697,0.481420806478481,0.853185178713923,0.320554705406007,0.379692131673331,1.41558928449071,0.243377367361724,0.0370847942039154,0.399692984909359,1.46799902210323,1.5869592036478,1.16099581346862,0.130133398569945,1.2370702640233,-0.281756182903854,1.2370702640233,0.301098782692763,0.502343166052932,2.61270914451658,0.995279980678382,0.72653129314085,0.0,1.04199680829039,0.523487786558563,0.853185178713923,0.205353844036783,1.27794251429091,1.7338805428708,1.32106889218756,0.523487786558563,1.32106889218756,-0.0556431434337697,-0.262518436863056,0.502343166052932,0.679066488577918,-0.186456254888093,1.41558928449071,0.0928238661856156,0.0556431434337697,-0.0928238661856154
KD25,1.7338805428708,1.82402707629013,-0.148853055598008,-0.481420806478481,2.61270914451658,1.93202291986177,2.26076080100436,2.06879449665735,2.61270914451658,0.775692571607601,1.93202291986177,2.26076080100436,0.655902224899342,0.340132742244863,2.26076080100436,0.82680442225178,0.186456254888093,0.0928238661856156,2.61270914451658,1.82402707629013,1.7338805428708,0.301098782692763,2.61270914451658,1.12536380109078,2.26076080100436,-0.205353844036783,2.26076080100436,2.26076080100436,2.26076080100436,1.82402707629013,-0.502343166052932,1.1981662538066,0.186456254888093,2.61270914451658,-0.262518436863056,1.93202291986177,2.26076080100436,2.61270914451658,1.7338805428708,2.26076080100436,1.12536380109078,-0.965306307416315,2.06879449665735,0.167625024937948,0.0,2.26076080100436,-0.679066488577918,-0.936175732862713,-1.12536380109078
KD26,1.93202291986177,1.65595672521267,-0.853185178713922,-0.936175732862713,1.7338805428708,0.750885065676913,1.05808321122835,1.46799902210323,1.16099581346862,1.82402707629013,1.27794251429091,0.965306307416315,-0.0185392097479664,-0.853185178713922,-0.340132742244863,-0.281756182903854,-0.936175732862713,-0.82680442225178,1.12536380109078,0.880173514115766,1.41558928449071,-0.702601010269798,1.32106889218756,1.09110608451375,1.1981662538066,-1.09110608451375,2.06879449665735,-0.224325061339276,1.46799902210323,0.880173514115766,-1.1981662538066,0.481420806478481,-0.679066488577918,2.06879449665735,-0.853185178713922,1.1981662538066,0.610592120483021,0.460707109129198,1.93202291986177,2.06879449665735,1.05808321122835,-0.880173514115766,1.02617562273843,-0.523487786558563,-0.907818698946458,-0.0556431434337697,-1.16099581346862,-1.1981662538066,-1.1981662538066
KD27,0.359842039030204,0.359842039030204,0.775692571607601,1.82402707629013,0.800986908091313,0.880173514115766,0.262518436863056,0.702601010269798,0.148853055598008,0.224325061339276,0.320554705406007,0.224325061339276,0.301098782692763,1.41558928449071,1.12536380109078,1.09110608451375,0.566502484811623,0.205353844036783,0.610592120483021,-0.130133398569945,0.82680442225178,0.82680442225178,-0.148853055598008,0.320554705406007,0.0556431434337697,-0.0928238661856154,0.419855034734691,1.27794251429091,0.111459236780377,0.610592120483021,1.5869592036478,1.09110608451375,1.82402707629013,0.588404314689586,1.7338805428708,0.481420806478481,0.995279980678382,2.26076080100436,0.243377367361724,0.243377367361724,0.167625024937948,0.481420806478481,0.379692131673331,1.5869592036478,0.130133398569945,1.32106889218756,0.936175732862713,0.633084691616942,0.82680442225178
KD28,0.460707109129198,0.750885065676913,-0.419855034734691,-1.02617562273843,0.965306307416315,0.633084691616942,0.82680442225178,0.0185392097479662,1.32106889218756,0.262518436863056,1.12536380109078,1.16099581346862,0.995279980678382,0.0556431434337697,-0.281756182903854,-0.853185178713922,0.224325061339276,-0.481420806478481,0.995279980678382,0.379692131673331,0.679066488577918,0.167625024937948,1.36680290378389,0.679066488577918,0.655902224899342,-0.243377367361724,0.566502484811623,-0.379692131673331,0.750885065676913,0.111459236780377,-0.224325061339276,-0.633084691616942,-0.205353844036783,0.481420806478481,-0.72653129314085,1.2370702640233,0.750885065676913,0.0928238661856156,0.0556431434337697,0.655902224899342,-0.167625024937948,-0.460707109129198,-0.800986908091313,-0.0928238661856154,-0.588404314689586,2.06879449665735,0.0742206783153635,-0.148853055598008,-0.262518436863056
KD29,1.27794251429091,0.340132742244863,0.655902224899342,0.224325061339276,0.262518436863056,-0.399692984909359,0.243377367361724,0.281756182903854,0.481420806478481,0.995279980678382,0.440189235055269,0.907818698946458,1.12536380109078,-0.281756182903854,0.502343166052932,0.481420806478481,-0.523487786558563,-0.224325061339276,0.965306307416315,1.36680290378389,1.27794251429091,0.72653129314085,0.679066488577918,1.41558928449071,0.544869105017392,0.243377367361724,0.379692131673331,0.167625024937948,-0.0556431434337697,1.16099581346862,0.186456254888093,1.41558928449071,0.205353844036783,0.167625024937948,-0.186456254888093,0.72653129314085,0.72653129314085,0.566502484811623,0.853185178713923,0.167625024937948,0.853185178713923,-0.379692131673331,0.588404314689586,-0.224325061339276,-0.0185392097479664,1.09110608451375,0.82680442225178,0.800986908091313,0.800986908091313
KD30,0.0742206783153635,0.379692131673331,0.262518436863056,-0.633084691616942,0.460707109129198,0.907818698946458,0.523487786558563,0.880173514115766,0.702601010269798,-0.502343166052932,0.588404314689586,0.167625024937948,0.111459236780377,-0.320554705406007,1.32106889218756,0.167625024937948,0.880173514115766,0.440189235055269,0.399692984909359,0.0185392097479662,0.440189235055269,0.775692571607601,0.775692571607601,-0.224325061339276,-0.0556431434337697,0.775692571607601,0.460707109129198,1.2370702640233,0.800986908091313,0.544869105017392,0.205353844036783,0.419855034734691,0.130133398569945,0.775692571607601,-0.130133398569945,-0.186456254888093,0.588404314689586,2.06879449665735,0.0,-0.0556431434337697,0.610592120483021,0.262518436863056,-0.359842039030204,0.0,0.544869105017392,0.655902224899342,0.523487786558563,0.186456254888093,0.320554705406007
KD31,0.167625024937948,-0.262518436863056,-0.281756182903854,0.399692984909359,0.995279980678382,0.243377367361724,0.0,-0.262518436863056,0.243377367361724,0.907818698946458,-0.502343166052932,-0.0556431434337697,-0.679066488577918,0.111459236780377,0.399692984909359,-0.0185392097479664,-0.610592120483021,-0.320554705406007,-0.243377367361724,-0.544869105017391,0.262518436863056,-0.588404314689586,-0.702601010269798,0.440189235055269,0.481420806478481,-0.544869105017391,-0.460707109129198,0.633084691616942,-0.359842039030204,-0.523487786558563,-0.702601010269798,-0.167625024937948,0.0185392097479662,0.186456254888093,0.379692131673331,-0.301098782692763,0.148853055598008,0.359842039030204,-0.399692984909359,-0.0370847942039152,-0.301098782692763,-0.566502484811623,0.359842039030204,0.0370847942039154,-0.111459236780377,-0.320554705406007,-1.02617562273843,-0.702601010269798,-0.72653129314085
